geneSymbol,diseaseName
PLAGL1,Transient neonatal diabetes mellitus
INS,Insulin resistance - type A
INS-IGF2,Insulin resistance - type A
LINC00914,Diabetic Retinopathy
POLR2D,"Diabetes Mellitus, Type 2"
HPGDS,"Diabetes Mellitus, Type 2"
SERPINA1,Diabetes Mellitus
CD163,Diabetes Mellitus
IMPDH2,Diabetes Mellitus
IGFBP7,Diabetes Mellitus
SLC5A3,Diabetes Mellitus
PBX1,Diabetes Mellitus
KIR2DL2,Diabetes Mellitus
APLN,Diabetes Mellitus
AOC3,Diabetic Angiopathies
ADM,Diabetic Angiopathies
HNF1B,Diabetic Nephropathies
FABP1,Diabetic Nephropathies
THBD,Diabetic Nephropathies
NCALD,Diabetic Nephropathies
UCP3,Diabetic Nephropathies
UCP1,Diabetic Nephropathies
MIF,Diabetic Nephropathies
RBP4,Diabetic Nephropathies
FLT1,Diabetic Nephropathies
UCP2,Diabetic Nephropathies
TGFBR1,Diabetic Nephropathies
NOX1,Diabetic Nephropathies
SELL,Diabetic Nephropathies
APOA5,Diabetic Nephropathies
KCNJ11,Diabetic Ketoacidosis
NPY,Diabetic Neuropathies
CPE,"Diabetes Mellitus, Type 1"
GDNF,Diabetic Retinopathy
TNC,Diabetic Retinopathy
PTGS2,Diabetic Retinopathy
LMX1A,"Diabetes Mellitus, Type 2"
IP6K1,"Diabetes Mellitus, Type 2"
GIP,"Diabetes, Gestational"
IL1B,"Diabetes, Gestational"
ATF6,Prediabetic State
AVP,Diabetes Mellitus
PPP1R3A,Diabetes Mellitus
PLAGL1,Diabetes Mellitus
HLA-DRB5,Diabetes Mellitus
HLA-C,Diabetes Mellitus
PDGFD,Diabetes Mellitus
CLPS,Diabetes Mellitus
INSIG2,Diabetes Mellitus
SERPINA3,Diabetes Mellitus
CASP8,Diabetes Mellitus
FAS,Diabetes Mellitus
PRKAG2,Diabetes Mellitus
MEF2A,Diabetes Mellitus
ALOX5,Diabetes Mellitus
EXT2,Diabetes Mellitus
CREB1,Diabetes Mellitus
COMT,Diabetes Mellitus
ASAP1,Diabetes Mellitus
FBN2,Diabetes Mellitus
CISD2,Diabetes Mellitus
PTPRT,Diabetes Mellitus
ADAM10,Diabetes Mellitus
CAT,Diabetic Angiopathies
REN,Diabetic Angiopathies
APOE,Diabetic Angiopathies
TNF,Diabetic Angiopathies
AVP,Diabetes
PPP1R3A,Diabetes
HSPA1B,Diabetic Foot
NOS3,Diabetic Foot
MTHFR,Pregnancy in Diabetics
HSD11B2,Diabetic Nephropathies
LTA,Diabetic Nephropathies
SMAD3,Diabetic Nephropathies
EPO,Diabetic Nephropathies
PHLPP1,Diabetic Nephropathies
CYP2R1,Diabetic Nephropathies
ZNF236,Diabetic Nephropathies
PRKCSH,Diabetic Nephropathies
LGALS3,Diabetic Nephropathies
HMCN1,Diabetic Nephropathies
IL1R1,Diabetic Nephropathies
HLA-DRB1,Diabetic Nephropathies
GNB3,Diabetic Nephropathies
MCF2L2,Diabetic Nephropathies
DDOST,Diabetic Nephropathies
CARS,Diabetic Nephropathies
UMOD,Diabetic Nephropathies
BMP4,Diabetic Nephropathies
BMP2,Diabetic Nephropathies
SCAF4,Diabetic Nephropathies
LIMK2,Diabetic Nephropathies
SYK,Diabetic Nephropathies
UCP2,Proliferative diabetic retinopathy
CXCL12,Proliferative diabetic retinopathy
AVP,Familial diabetes insipidus
CANX,"Diabetes Insipidus, Nephrogenic"
MTHFR,Diabetic Neuropathies
TNFRSF11B,Diabetic Neuropathies
GALNT3,"Diabetes Mellitus, Type 1"
G6PD,"Diabetes Mellitus, Type 1"
FADD,"Diabetes Mellitus, Type 1"
ETS1,"Diabetes Mellitus, Type 1"
CR1,"Diabetes Mellitus, Type 1"
CD3E,"Diabetes Mellitus, Type 1"
SLC9A1,"Diabetes Mellitus, Type 1"
PDCD2,"Diabetes Mellitus, Type 1"
NQO1,"Diabetes Mellitus, Type 1"
NAT2,"Diabetes Mellitus, Type 1"
LST1,"Diabetes Mellitus, Type 1"
TNFRSF1B,"Diabetes Mellitus, Type 1"
TNFRSF8,"Diabetes Mellitus, Type 1"
TNFSF8,"Diabetes Mellitus, Type 1"
IGFBP5,"Diabetes Mellitus, Type 1"
PLAU,"Diabetes Mellitus, Type 1"
IL21R,"Diabetes Mellitus, Type 1"
HSPG2,"Diabetes Mellitus, Type 1"
NPPA,"Diabetes Mellitus, Type 1"
DAXX,"Diabetes Mellitus, Type 1"
MTPAP,"Diabetes Mellitus, Type 1"
RXRB,"Diabetes Mellitus, Type 1"
SLC22A5,"Diabetes Mellitus, Type 1"
SOCS5,"Diabetes Mellitus, Type 1"
TAPBP,"Diabetes Mellitus, Type 1"
IFNW1,"Diabetes Mellitus, Type 1"
IRF8,"Diabetes Mellitus, Type 1"
NRP1,"Diabetes Mellitus, Type 1"
NPHS1,"Diabetes Mellitus, Type 1"
MTRR,"Diabetes Mellitus, Type 1"
CXCL9,"Diabetes Mellitus, Type 1"
FAM167A,"Diabetes Mellitus, Type 1"
ERAP1,"Diabetes Mellitus, Type 1"
IKZF4,"Diabetes Mellitus, Type 1"
HLA-G,"Diabetes Mellitus, Type 1"
HHEX,"Diabetes Mellitus, Type 1"
B4GALNT1,"Diabetes Mellitus, Type 1"
G6PC,"Diabetes Mellitus, Type 1"
DLK1,"Diabetes Mellitus, Type 1"
ADRB2,"Diabetes Mellitus, Type 1"
DEFB1,"Diabetes Mellitus, Type 1"
DDAH2,"Diabetes Mellitus, Type 1"
ADD2,"Diabetes Mellitus, Type 1"
COL11A2,"Diabetes Mellitus, Type 1"
BTLA,"Diabetes Mellitus, Type 1"
CFTR,"Diabetes Mellitus, Type 1"
HAVCR2,"Diabetes Mellitus, Type 1"
BANK1,"Diabetes Mellitus, Type 1"
ELMO1,"Diabetes Mellitus, Type 1"
MIOX,"Diabetes Mellitus, Type 1"
UNC13B,"Diabetes Mellitus, Type 1"
BTN3A2,"Diabetes Mellitus, Type 1"
RNLS,"Diabetes Mellitus, Type 1"
COBL,"Diabetes Mellitus, Type 1"
MEG3,"Diabetes Mellitus, Type 1"
ORMDL3,"Diabetes Mellitus, Type 1"
PVT1,"Diabetes Mellitus, Type 1"
MICB,"Diabetes Mellitus, Type 1"
CCNY,"Diabetes Mellitus, Type 1"
NLRP3,"Diabetes Mellitus, Type 1"
APOA4,"Diabetes Mellitus, Type 1"
HERC2,"Diabetes Mellitus, Type 1"
MCF2L2,"Diabetes Mellitus, Type 1"
FCGR3A,"Diabetes Mellitus, Type 1"
FCGR2A,"Diabetes Mellitus, Type 1"
DDOST,"Diabetes Mellitus, Type 1"
CUBN,"Diabetes Mellitus, Type 1"
PARP1,"Diabetes Mellitus, Type 1"
CTSV,"Diabetes Mellitus, Type 1"
CDKN2B,"Diabetes Mellitus, Type 1"
IL26,"Diabetes Mellitus, Type 1"
ICOSLG,"Diabetes Mellitus, Type 1"
CCR3,"Diabetes Mellitus, Type 1"
UMOD,"Diabetes Mellitus, Type 1"
TNFSF15,"Diabetes Mellitus, Type 1"
BMP2,"Diabetes Mellitus, Type 1"
RBM17,"Diabetes Mellitus, Type 1"
ACTN4,"Diabetes Mellitus, Type 1"
CCR1,"Diabetes Mellitus, Type 1"
KIRREL,"Diabetes Mellitus, Type 1"
NPHS2,"Diabetes Mellitus, Type 1"
HLA-DOB,"Diabetes Mellitus, Type 1"
TNFRSF11B,"Diabetes Mellitus, Type 1"
CUX2,"Diabetes Mellitus, Type 1"
PECAM1,Diabetic Retinopathy
MMP2,Diabetic Retinopathy
HTRA1,Diabetic Retinopathy
SERPINF1,Diabetic microangiopathy
CDKN1C,"Diabetes Mellitus, Type 2"
CCKBR,"Diabetes Mellitus, Type 2"
CCK,"Diabetes Mellitus, Type 2"
CFB,"Diabetes Mellitus, Type 2"
ANXA1,"Diabetes Mellitus, Type 2"
ABCB1,"Diabetes Mellitus, Type 2"
SRD5A2,"Diabetes Mellitus, Type 2"
SLC19A2,"Diabetes Mellitus, Type 2"
SHC1,"Diabetes Mellitus, Type 2"
NEUROD4,"Diabetes Mellitus, Type 2"
MGST3,"Diabetes Mellitus, Type 2"
LRPAP1,"Diabetes Mellitus, Type 2"
KLF1,"Diabetes Mellitus, Type 2"
IRS4,"Diabetes Mellitus, Type 2"
CYP3A5,"Diabetes Mellitus, Type 2"
ITGA1,"Diabetes Mellitus, Type 2"
SORBS1,"Diabetes Mellitus, Type 2"
CDK11A,"Diabetes Mellitus, Type 2"
EXOG,"Diabetes Mellitus, Type 2"
NPY2R,"Diabetes Mellitus, Type 2"
NTRK1,"Diabetes Mellitus, Type 2"
SOCS2,"Diabetes Mellitus, Type 2"
THBS2,"Diabetes Mellitus, Type 2"
ADH1C,"Diabetes Mellitus, Type 2"
ATP5O,"Diabetes Mellitus, Type 2"
MT1E,"Diabetes Mellitus, Type 2"
MC5R,"Diabetes Mellitus, Type 2"
SMAD3,"Diabetes Mellitus, Type 2"
ZMIZ1,"Diabetes Mellitus, Type 2"
LRGUK,"Diabetes Mellitus, Type 2"
ATP8,"Diabetes Mellitus, Type 2"
ATP6,"Diabetes Mellitus, Type 2"
ND5,"Diabetes Mellitus, Type 2"
HTR2A,"Diabetes Mellitus, Type 2"
CFH,"Diabetes Mellitus, Type 2"
GSTA1,"Diabetes Mellitus, Type 2"
ENTPD1,"Diabetes Mellitus, Type 2"
EXOC4,"Diabetes Mellitus, Type 2"
FN3K,"Diabetes Mellitus, Type 2"
CPT1B,"Diabetes Mellitus, Type 2"
COX7A1,"Diabetes Mellitus, Type 2"
COMT,"Diabetes Mellitus, Type 2"
COL18A1,"Diabetes Mellitus, Type 2"
SOCS1,"Diabetes Mellitus, Type 2"
CHEK2,"Diabetes Mellitus, Type 2"
ANGPTL4,"Diabetes Mellitus, Type 2"
SIRT4,"Diabetes Mellitus, Type 2"
SLC2A9,"Diabetes Mellitus, Type 2"
PCLO,"Diabetes Mellitus, Type 2"
CDH22,"Diabetes Mellitus, Type 2"
XRCC1,"Diabetes Mellitus, Type 2"
STAT4,"Diabetes Mellitus, Type 2"
SLC6A4,"Diabetes Mellitus, Type 2"
BMP7,"Diabetes Mellitus, Type 2"
BMP2,"Diabetes Mellitus, Type 2"
CXCL5,"Diabetes Mellitus, Type 2"
RBMS1,"Diabetes Mellitus, Type 2"
BAZ1B,"Diabetes Mellitus, Type 2"
PRKAG2,"Diabetes Mellitus, Type 2"
ALDH7A1,"Diabetes Mellitus, Type 2"
PIK3C2G,"Diabetes Mellitus, Type 2"
PGM1,"Diabetes Mellitus, Type 2"
NR4A1,"Diabetes Mellitus, Type 2"
MEF2A,"Diabetes Mellitus, Type 2"
MAP3K5,"Diabetes Mellitus, Type 2"
MAN2A1,"Diabetes Mellitus, Type 2"
LIPG,"Diabetes Mellitus, Type 2"
SLC47A1,"Diabetes Mellitus, Type 2"
INSIG1,"Diabetes Mellitus, Type 2"
IL2,"Diabetes Mellitus, Type 2"
HLA-DRA,"Diabetes Mellitus, Type 2"
GALNT2,"Diabetes Mellitus, Type 2"
FADS2,"Diabetes Mellitus, Type 2"
STRA6,"Diabetes Mellitus, Type 2"
IGF2BP3,"Diabetes Mellitus, Type 2"
IGF2BP1,"Diabetes Mellitus, Type 2"
CYP2C8,"Diabetes Mellitus, Type 2"
CTSH,"Diabetes Mellitus, Type 2"
CREB1,"Diabetes Mellitus, Type 2"
ACAD10,"Diabetes Mellitus, Type 2"
CLU,"Diabetes Mellitus, Type 2"
AP3S1,"Diabetes Mellitus, Type 2"
GREM1,"Diabetes Mellitus, Type 2"
ADCY3,"Diabetes Mellitus, Type 2"
CHN2,"Diabetes Mellitus, Type 2"
MMAB,"Diabetes Mellitus, Type 2"
LIN7C,"Diabetes Mellitus, Type 2"
TFB1M,"Diabetes Mellitus, Type 2"
APLN,"Diabetes Mellitus, Type 2"
CD28,"Diabetes Mellitus, Type 2"
TAS1R2,"Diabetes Mellitus, Type 2"
BACH2,"Diabetes Mellitus, Type 2"
TRPM2,"Diabetes Mellitus, Type 2"
STXBP3,"Diabetes Mellitus, Type 2"
SPP1,"Diabetes Mellitus, Type 2"
SLC27A1,"Diabetes Mellitus, Type 2"
SLCO1A2,"Diabetes Mellitus, Type 2"
CXCL12,"Diabetes Mellitus, Type 2"
CAMTA1,"Diabetes Mellitus, Type 2"
MMP26,"Diabetes Mellitus, Type 2"
KLF10,"Diabetes Mellitus, Type 2"
ATP8A1,"Diabetes Mellitus, Type 2"
SYNE1,"Diabetes Mellitus, Type 2"
MEF2C,"Diabetes Mellitus, Type 2"
PRC1,"Diabetes Mellitus, Type 2"
CALM2,"Diabetes Mellitus, Type 2"
ESRRG,"Diabetes Mellitus, Type 2"
IRX3,"Diabetes Mellitus, Type 2"
SGSM2,"Diabetes Mellitus, Type 2"
CTBP1-AS2,"Diabetes Mellitus, Type 2"
SOD3,Diabetic polyneuropathy
SOD2,Diabetic polyneuropathy
NEUROD1,"Diabetes, Gestational"
HLA-A,"Diabetes, Gestational"
CYP27B1,"Diabetes, Gestational"
LTA,"Diabetes, Gestational"
AGER,"Diabetes, Gestational"
IL2RA,Prediabetic State
CTLA4,Prediabetic State
ADRB3,Diabetes Mellitus
DECR1,Diabetes Mellitus
IL1A,Diabetes Mellitus
IL1RN,Diabetes Mellitus
SERPINF1,Diabetes Mellitus
RBP4,Diabetes Mellitus
SREBF1,Diabetes Mellitus
UCP1,Diabetes Mellitus
INSM2,Diabetes Mellitus
ADA,Diabetes
GCNT2,Diabetes
GLUL,Diabetes
SERPINF1,Diabetes
MOK,Diabetes
RBP4,Diabetes
SLC2A2,Diabetes
INSM2,Diabetes
LINC00914,Diabetes
AVP,Familial central diabetes insipidus
WFS1,"Diabetes Insipidus, Neurogenic"
ZACN,Transient neonatal diabetes mellitus
FN1,Diabetic Nephropathies
GCK,Neonatal diabetes mellitus
SERPINE1,Insulin resistance syndrome
TCF7,Mason-Type Diabetes
INS,Noninsulin-dependent diabetes mellitus with deafness
FLNB,"Diabetes Mellitus, Type 1"
SLC3A2,"Diabetes Mellitus, Type 1"
USO1,"Diabetes Mellitus, Type 1"
NXF1,"Diabetes Mellitus, Type 1"
INSM2,"Diabetes Mellitus, Type 1"
LINC01193,"Diabetes Mellitus, Type 1"
GAD2,autoimmune diabetes
HLA-E,autoimmune diabetes
EXT3,"Diabetes Mellitus, Type 2"
GH1,"Diabetes Mellitus, Type 2"
GOT2,"Diabetes Mellitus, Type 2"
HLA-DQB2,"Diabetes Mellitus, Type 2"
NIDDM2,"Diabetes Mellitus, Type 2"
PEA15,"Diabetes Mellitus, Type 2"
PPIAP10,"Diabetes Mellitus, Type 2"
WFS1,Diabetes Insipidus
GPX3,Diabetes Mellitus
DCAF17,Diabetes Mellitus
RHD,Diabetes Mellitus
IL4R,Diabetes Mellitus
PLA2G2A,Diabetes Mellitus
ITGAM,Diabetic Angiopathies
PON2,Diabetic Angiopathies
IGF1,Diabetic Angiopathies
MPO,Diabetic Angiopathies
E2F1,Diabetic Angiopathies
AKT1,Diabetic Angiopathies
SELL,Diabetic Angiopathies
CMA1,Diabetic Angiopathies
TGFBR2,Diabetic Foot
TGFB1,Diabetic Foot
DEFB4A,Diabetic Foot
TGFB3,Diabetic Foot
TGFB2,Diabetic Foot
TGFBR1,Diabetic Foot
CRP,Diabetic Foot
ACTG2,Diabetic Nephropathies
JUN,Diabetic Nephropathies
PROC,Diabetic Nephropathies
SLC2A12,Diabetic Nephropathies
MAPK14,Diabetic Nephropathies
IL6R,Diabetic Nephropathies
MMP8,Diabetic Nephropathies
MCAM,Diabetic Nephropathies
DEFA3,Diabetic Nephropathies
DEFA1,Diabetic Nephropathies
MIR377,Diabetic Nephropathies
IAPP,Diabetic Nephropathies
NOX3,Diabetic Nephropathies
SPINK1,Diabetic Nephropathies
LPA,Diabetic Nephropathies
APOB,Diabetic Nephropathies
PRSS2,Diabetic Nephropathies
PRSS1,Diabetic Nephropathies
ANKRD1,Diabetic Nephropathies
ALB,Diabetes Complications
PON1,Diabetes Complications
IGFBP3,Diabetes Complications
GAPDH,Diabetes Complications
IL15,Diabetes Complications
ABCC8,Diabetes Complications
IGF1,Diabetes Complications
AQP2,Diabetic Ketoacidosis
TNNI3,Diabetic Ketoacidosis
AGER,Diabetic Ketoacidosis
PRKCD,Diabetic Neuropathies
TNFSF11,Diabetic Neuropathies
RELA,Diabetic Neuropathies
PLAT,Diabetic Neuropathies
TXN,Diabetic Neuropathies
THBD,Diabetic Neuropathies
REG1B,"Diabetes Mellitus, Type 1"
CYP2D6,"Diabetes Mellitus, Type 1"
ENG,Diabetic Retinopathy
CORT,Diabetic Retinopathy
SELL,Diabetic Retinopathy
VCAM1,Diabetic Retinopathy
BMP4,Diabetic Retinopathy
MME,Diabetic Retinopathy
PLXDC1,Diabetic Retinopathy
B4GALT2,Diabetic Retinopathy
NFKB1,Diabetic Retinopathy
MAPK3,Diabetic Retinopathy
CAPN1,"Diabetes Mellitus, Type 2"
TF,"Diabetes Mellitus, Type 2"
SI,"Diabetes Mellitus, Type 2"
ITGB2,"Diabetes Mellitus, Type 2"
MMP14,"Diabetes Mellitus, Type 2"
B2M,"Diabetes Mellitus, Type 2"
CYP17A1,"Diabetes Mellitus, Type 2"
CPB2,"Diabetes Mellitus, Type 2"
UTS2B,"Diabetes, Gestational"
TGFB1,"Diabetes, Gestational"
LMNA,"Diabetes, Gestational"
HP,"Diabetes, Gestational"
CCL2,"Diabetes, Gestational"
AHSG,"Diabetes, Gestational"
IL15,Prediabetic State
GYS1,Insulin Resistance
F7,Insulin Resistance
IRS2,Insulin Resistance
HYOU1,Insulin Resistance
SLC27A4,Insulin Resistance
FOXC2,Insulin Resistance
NFKBIA,Insulin Resistance
LTA,Insulin Resistance
TRNL2,Insulin Resistance
TRNL1,Insulin Resistance
ND4,Insulin Resistance
ND3,Insulin Resistance
ND1,Insulin Resistance
KCNA3,Insulin Resistance
APPL1,Insulin Resistance
IL10,Insulin Resistance
ABCC8,Insulin Resistance
IGF2,Insulin Resistance
IDE,Insulin Resistance
HMGA2,Insulin Resistance
HHEX,Insulin Resistance
FEM1B,Insulin Resistance
FASN,Insulin Resistance
AHSG,Insulin Resistance
PNPLA2,Insulin Resistance
CYP19A1,Insulin Resistance
CYP17A1,Insulin Resistance
PNPLA5,Insulin Resistance
PNPLA4,Insulin Resistance
COX7A1,Insulin Resistance
PNPLA1,Insulin Resistance
SLC30A8,Insulin Resistance
SOCS1,Insulin Resistance
CDKN2B,Insulin Resistance
CDKN2A,Insulin Resistance
DGAT2,Insulin Resistance
FEM1C,Insulin Resistance
FEM1A,Insulin Resistance
GSTK1,Insulin Resistance
CAT,Insulin Resistance
ABCG8,Insulin Resistance
LPIN1,Insulin Resistance
ACP1,Insulin Resistance
TNFRSF1B,Insulin Resistance
KLF11,Insulin Resistance
TFAP2B,Insulin Resistance
TFAM,Insulin Resistance
SSTR2,Insulin Resistance
SPINK1,Insulin Resistance
BMPR1A,Insulin Resistance
PTPN1,Insulin Resistance
PON3,Insulin Resistance
RBP4,Insulin Resistance
PTK2B,Insulin Resistance
PDZK1,Insulin Resistance
PAX4,Insulin Resistance
OR2F2,Insulin Resistance
PIK3CB,Insulin Resistance
PIK3CG,Insulin Resistance
PCSK1,Insulin Resistance
OGG1,Insulin Resistance
NR1H4,Insulin Resistance
NR1H3,Insulin Resistance
NR1H2,Insulin Resistance
NPPB,Insulin Resistance
NPPA,Insulin Resistance
NPC1L1,Insulin Resistance
NPY,Insulin Resistance
LMNA,Insulin Resistance
LIPG,Insulin Resistance
LIPE,Insulin Resistance
LCAT,Insulin Resistance
VEGFA,Insulin Resistance
KCNQ1,Insulin Resistance
APOL1,Insulin Resistance
APOF,Insulin Resistance
APOD,Insulin Resistance
APOC4,Insulin Resistance
APOA2,Insulin Resistance
APOA1,Insulin Resistance
MBL2,Insulin Resistance
HSP90AA1,Insulin Resistance
JAK2,Insulin Resistance
MCHR1,Insulin Resistance
ABCC6,Insulin Resistance
HSPA1A,Insulin Resistance
ANGPTL3,Insulin Resistance
ABCB4,Insulin Resistance
GIPR,Insulin Resistance
ABCB11,Insulin Resistance
KDSR,Insulin Resistance
AKT1,Insulin Resistance
FOXO3,Insulin Resistance
ABCA7,Insulin Resistance
ACSL1,Insulin Resistance
ESR1,Insulin Resistance
CYP27A1,Insulin Resistance
CUBN,Insulin Resistance
ZNF568,Insulin Resistance
CTSD,Insulin Resistance
STEAP4,Insulin Resistance
CLU,Insulin Resistance
INSIG2,Insulin Resistance
COL1A1,Insulin Resistance
CETP,Insulin Resistance
APOA1BP,Insulin Resistance
TRPM3,Insulin Resistance
CAV1,Insulin Resistance
BCL11A,Insulin Resistance
TLR4,Insulin Resistance
TLR2,Insulin Resistance
SLC27A5,Insulin Resistance
SELP,Insulin Resistance
SELE,Insulin Resistance
SAA4,Insulin Resistance
RXRG,Insulin Resistance
RXRA,Insulin Resistance
ASIC3,Insulin Resistance
FBN3,Insulin Resistance
GHRL,Insulin Resistance
UGT2B17,Insulin Resistance
UGT2B15,Insulin Resistance
SGTA,Insulin Resistance
ADAM10,Insulin Resistance
CCNH,Insulin Resistance
HHLA2,Insulin Resistance
PARK2,Insulin Resistance
FYN,Insulin Resistance
OSBPL3,Insulin Resistance
CCDC88C,Insulin Resistance
ALK,Insulin Resistance
MBOAT1,Insulin Resistance
PITRM1,Insulin Resistance
CAPZB,Insulin Resistance
FAM63B,Insulin Resistance
PFKP,Insulin Resistance
TRAF3IP2,Insulin Resistance
SATB1,Insulin Resistance
CD47,Insulin Resistance
VGLL4,Insulin Resistance
ITPR1,Insulin Resistance
FAM129A,Insulin Resistance
FBXL17,Insulin Resistance
HOMER3,Insulin Resistance
TMEM215,Insulin Resistance
URB2,Insulin Resistance
SCAI,Insulin Resistance
NPBWR1,Insulin Resistance
GPA33,Insulin Resistance
TSSC1,Insulin Resistance
ASB7,Insulin Resistance
SNX19,Insulin Resistance
UBE2QL1,Insulin Resistance
NT5DC1,Insulin Resistance
CAPN9,Insulin Resistance
LRRC4C,Insulin Resistance
KRT42P,Insulin Resistance
TNRC6B,Insulin Resistance
FSTL4,Insulin Resistance
BIN1,Insulin Resistance
FAM19A2,Insulin Resistance
BBX,Insulin Resistance
RASGEF1B,Insulin Resistance
UNC5C,Insulin Resistance
TSEN15,Insulin Resistance
BCAT1,Insulin Resistance
ADAM21P1,Insulin Resistance
SRPK2,Insulin Resistance
EPHB2,Insulin Resistance
CLDN20,Insulin Resistance
UBE2N,Insulin Resistance
NPVF,Insulin Resistance
LZTS1,Insulin Resistance
LMO7,Insulin Resistance
SKCG-1,Insulin Resistance
OLFM4,Insulin Resistance
GALNTL6,Insulin Resistance
F9,Insulin Resistance
CD93,Insulin Resistance
IKZF2,Insulin Resistance
ANK2,Insulin Resistance
LRRTM4,Insulin Resistance
ACBD6,Insulin Resistance
ANK1,Insulin Resistance
ZNF286B,Insulin Resistance
NAMPT,Insulin Resistance
C1orf131,Insulin Resistance
CTNNA2,Insulin Resistance
TMEM144,Insulin Resistance
ACTBL2,Insulin Resistance
TRRAP,Insulin Resistance
RYR2,Insulin Resistance
ZP4,Insulin Resistance
GADL1,Insulin Resistance
EBLN2,Insulin Resistance
CCDC88A,Insulin Resistance
CKS2,Insulin Resistance
PRRC1,Insulin Resistance
CTH,Insulin Resistance
ZNF536,Insulin Resistance
PLCXD3,Insulin Resistance
RHOBTB1,Insulin Resistance
PCDH9,Insulin Resistance
SMOC2,Insulin Resistance
VWA8,Insulin Resistance
SLC5A12,Insulin Resistance
C9orf3,Insulin Resistance
HCCAT5,Insulin Resistance
C12orf75,Insulin Resistance
TRPS1,Insulin Resistance
HELZ,Insulin Resistance
TSC22D1,Insulin Resistance
BFSP2,Insulin Resistance
COX6A1,Insulin Resistance
SLC19A1,Insulin Resistance
ZFAND3,Insulin Resistance
GAS1,Insulin Resistance
CACNA1D,Insulin Resistance
SLC10A2,Insulin Resistance
SEZ6L,Insulin Resistance
CSMD1,Insulin Resistance
NDUFAB1,Diabetes Mellitus
MTAP,Diabetes Mellitus
TYMP,Diabetes Mellitus
TRNL2,Diabetes Mellitus
PALB2,Diabetes Mellitus
ND4,Diabetes Mellitus
LCT,Diabetes Mellitus
IL12A,Diabetes Mellitus
GALT,Diabetes Mellitus
F13A1,Diabetes Mellitus
AGTR2,Diabetes Mellitus
DCTN5,Diabetes Mellitus
TSPAN1,Diabetes Mellitus
ADAM17,Diabetes Mellitus
NCOA6,Diabetes Mellitus
FASLG,Diabetes Mellitus
SOD3,Diabetes Mellitus
SLCO1B1,Diabetes Mellitus
PRKAG3,Diabetes Mellitus
PRKAG1,Diabetes Mellitus
PRKAB2,Diabetes Mellitus
MEF2D,Diabetes Mellitus
ANKS1B,Diabetes Mellitus
ALX4,Diabetes Mellitus
ALDH1B1,Diabetes Mellitus
GP1BA,Diabetes Mellitus
FRA1H,Diabetes Mellitus
IRGM,Diabetes Mellitus
ADH7,Diabetes Mellitus
CPB2,Diabetes Mellitus
ITLN2,Diabetes Mellitus
CSNK1D,Diabetes Mellitus
ITLN1,Diabetes Mellitus
ACTA1,Diabetes Mellitus
SLC22A2,Diabetes Mellitus
SVIL,Diabetes Mellitus
SAP30L,Diabetes Mellitus
CHST11,Diabetes Mellitus
SLC9A9,Diabetes Mellitus
DHRS11,Diabetes Mellitus
LYPLAL1,Diabetes Mellitus
TTC39B,Diabetes Mellitus
ATF6,Diabetes Mellitus
HAND1,Diabetes Mellitus
FAM163B,Diabetes Mellitus
LMO1,Diabetes Mellitus
CLPTM1L,Diabetes Mellitus
C1orf87,Diabetes Mellitus
PMCH,Diabetes Mellitus
CD58,Diabetes Mellitus
OPCML,Diabetes Mellitus
SNTB1,Diabetes Mellitus
FAM63B,Diabetes Mellitus
RBM47,Diabetes Mellitus
SETBP1,Diabetes Mellitus
CNTNAP2,Diabetes Mellitus
ALK,Diabetes Mellitus
BCL9L,Diabetes Mellitus
FAH,Diabetes Mellitus
AJAP1,Diabetes Mellitus
HGC6.3,Diabetes Mellitus
SLC16A9,Diabetes Mellitus
ROR1,Diabetes Mellitus
SPOCK1,Diabetes Mellitus
MANBA,Diabetes Mellitus
TRAPPC11,Diabetes Mellitus
RPS6KA2,Diabetes Mellitus
SPRY2,Diabetes Mellitus
CSRNP1,Diabetes Mellitus
WWOX,Diabetes Mellitus
BCAS3,Diabetes Mellitus
TENM4,Diabetes Mellitus
GYPA,Diabetes Mellitus
DIRC3,Diabetes Mellitus
PIK3C3,Diabetes Mellitus
MALRD1,Diabetes Mellitus
UBE2D3,Diabetes Mellitus
ZNF385B,Diabetes Mellitus
TTC39A,Diabetes Mellitus
CSMD3,Diabetes Mellitus
SRL,Diabetes Mellitus
PCDH7,Diabetes Mellitus
CDH9,Diabetes Mellitus
TNFSF4,Diabetes Mellitus
ATP6V0A4,Diabetes Mellitus
FBXL7,Diabetes Mellitus
CDHR5,Diabetes Mellitus
IRF7,Diabetes Mellitus
TMEM132C,Diabetes Mellitus
SPSB4,Diabetes Mellitus
SLC9B1,Diabetes Mellitus
CSMD1,Diabetes Mellitus
PROK2,Diabetes Mellitus
NXPH1,Diabetes Mellitus
SLC38A4,Diabetes Mellitus
ASCL4,Diabetes Mellitus
PCDH20,Diabetes Mellitus
RBMS3,Diabetes Mellitus
VRK1,Diabetes Mellitus
GSPT1,Diabetes Mellitus
LINC01550,Diabetes Mellitus
C4orf50,Diabetes Mellitus
ARGLU1,Diabetes Mellitus
ARMC2,Diabetes Mellitus
CNTNAP4,Diabetes Mellitus
MTA3,Diabetes Mellitus
IPCEF1,Diabetes Mellitus
RAB22A,Diabetes Mellitus
XIRP1,Diabetes Mellitus
DLG1,Diabetes Mellitus
PPFIA2,Diabetes Mellitus
MYO5B,Diabetes Mellitus
